Case Number,Date Reported,Time Reported,Month Reported,Day of Week,Call for Service Nature,Address of Occurrence,Reporting District,Agency,Report/No Report
B16-23202,6/18/16,2:04 AM,June,Saturday,DISTURBANCE IP,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT NEEDED
B16-23249,6/18/16,1:54 PM,June,Saturday,DISTURBANCE IP,2800 E BUICK CADILLAC BLVD; BURGER KING EAST,LB310,BPD,REPORT NEEDED
B16-23198,6/18/16,1:27 AM,June,Saturday,DISTURBANCE IP,345 S COLLEGE AVE,LB103,BPD,NO REPORT NEEDED
B16-23273,6/18/16,4:47 PM,June,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-23203,6/18/16,2:20 AM,June,Saturday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-23233,6/18/16,10:56 AM,June,Saturday,DRUNK,N WALNUT ST & E 7TH ST,LB102,BPD,NO REPORT NEEDED
B16-23213,6/18/16,3:46 AM,June,Saturday,DRUNK,N WALNUT ST & E 7TH ST,LB102,BPD,REPORT NEEDED
B16-23327,6/18/16,10:45 PM,June,Saturday,NOISE,120 S KIMBLE DR; #23,LB523,BPD,NO REPORT NEEDED
B16-23332,6/18/16,11:30 PM,June,Saturday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,NO REPORT NEEDED
B16-23307,6/18/16,8:45 PM,June,Saturday,NOISE,1424 N JACKSON ST; JACKSON HEIGHTS APARTMENTS,LB513,BPD,NO REPORT NEEDED
B16-23333,6/18/16,11:37 PM,June,Saturday,NOISE,1600 N WILLIS DR; NEXT TO LOT 214,LB513,BPD,NO REPORT NEEDED
B16-23266,6/18/16,4:11 PM,June,Saturday,NOISE,2036 N WALNUT ST; POOL,LB212,BPD,NO REPORT NEEDED
B16-23314,6/18/16,10:17 PM,June,Saturday,NOISE,2402 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-23331,6/18/16,11:28 PM,June,Saturday,NOISE,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT NEEDED
B16-23309,6/18/16,9:45 PM,June,Saturday,NOISE,3900 N WHITEWOOD WAY,LB503,BPD,NO REPORT NEEDED
B16-23329,6/18/16,11:10 PM,June,Saturday,NOISE,703 W GOURLEY PIKE,LB513,BPD,NO REPORT NEEDED
B16-23330,6/18/16,11:29 PM,June,Saturday,NOISE,771 E TAMARACK TRL,LB210,BPD,NO REPORT NEEDED
B16-23316,6/18/16,10:18 PM,June,Saturday,VANDALISM NP,300 N WALNUT ST; WALNUT CENTER,LB102,BPD,REPORT NEEDED
B16-23426,6/19/16,6:06 PM,June,Sunday,DISTURBANCE IP,305 E WINSLOW RD; WINSLOW PLAZA,LB326,BPD,NO REPORT NEEDED
B16-23339,6/19/16,1:14 AM,June,Sunday,DISTURBANCE IP,317 N DUNN ST,LB102,BPD,NO REPORT NEEDED
B16-23358,6/19/16,6:29 AM,June,Sunday,DISTURBANCE IP,4100 E DECKARD DR,LB218,BPD,NO REPORT NEEDED
B16-23450,6/19/16,11:00 PM,June,Sunday,DISTURBANCE IP,500 S MULLER PKWY; VILLAGE AT MULLER PARK,LB404,BPD,REPORT NEEDED
B16-23372,6/19/16,10:29 AM,June,Sunday,DISTURBANCE IP,815 N COLLEGE AVE,LB519,BPD,NO REPORT NEEDED
B16-23388,6/19/16,1:12 PM,June,Sunday,DISTURBANCE IP,815 N COLLEGE AVE; APT 6,LB519,BPD,NO REPORT NEEDED
B16-23337,6/19/16,1:03 AM,June,Sunday,DISTURBANCE IP,N DUNN ST & E 7TH ST,LB102,BPD,NO REPORT NEEDED
B16-23351,6/19/16,4:08 AM,June,Sunday,DISTURBANCE IP,N SPRING ST & W 8TH ST,LB521,BPD,NO REPORT NEEDED
B16-23355,6/19/16,4:53 AM,June,Sunday,NOISE,1312 S PALMER AVE,LB314,BPD,NO REPORT NEEDED
B16-23354,6/19/16,4:11 AM,June,Sunday,NOISE,1717 S WALNUT ST,LB315,BPD,NO REPORT NEEDED
B16-23345,6/19/16,2:24 AM,June,Sunday,NOISE,212 W KIRKWOOD AVE; IRISH LION; IRISH LION,LB101,BPD,NO REPORT NEEDED
B16-23453,6/19/16,11:34 PM,June,Sunday,NOISE,217 W KIRKWOOD AVE; HYATT PLACE,LB103,BPD,NO REPORT NEEDED
B16-23335,6/19/16,12:35 AM,June,Sunday,NOISE,2300 E 2ND ST; BINFORD ELEMENTARY SCHOOL,LB304,BPD,NO REPORT NEEDED
B16-23336,6/19/16,12:47 AM,June,Sunday,NOISE,403 S PARK SQUARE DR,LB402,BPD,NO REPORT NEEDED
B16-23334,6/19/16,12:05 AM,June,Sunday,NOISE,403 S PARK SQUARE DR,LB402,BPD,NO REPORT NEEDED
B16-23398,6/19/16,2:30 PM,June,Sunday,NOISE,W 3RD ST & S KIMBLE DR; ZIEBART,LB523,BPD,NO REPORT NEEDED
B16-23525,6/20/16,3:08 PM,June,Monday,DISTURBANCE IP,1111 N WALNUT ST; BLOOMINGTON CENTER FOR GLOBAL CHILDREN,LB519,BPD,NO REPORT NEEDED
B16-23590,6/20/16,10:23 PM,June,Monday,DISTURBANCE IP,1112 S WASHINGTON ST,LB314,BPD,NO REPORT NEEDED
B16-23560,6/20/16,6:23 PM,June,Monday,DISTURBANCE IP,1600 N WILLIS DR; LOT 256,LB513,BPD,NO REPORT NEEDED
B16-23544,6/20/16,5:00 PM,June,Monday,DISTURBANCE IP,162 N PARK RIDGE RD,LB219,BPD,NO REPORT NEEDED
B16-23542,6/20/16,4:54 PM,June,Monday,DISTURBANCE IP,N MADISON ST & W 14TH ST,LB518,BPD,NO REPORT NEEDED
B16-23549,6/20/16,5:18 PM,June,Monday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT NEEDED
B16-23598,6/20/16,10:59 PM,June,Monday,DRUNK,916 N SUMMIT ST,LB517,BPD,NO REPORT NEEDED
B16-23583,6/20/16,9:41 PM,June,Monday,DRUNK,N STONELAKE & W RAPPEL AVE,LB510,BPD,NO REPORT NEEDED
B16-23539,6/20/16,4:37 PM,June,Monday,DRUNK,W 1ST ST & S COLLEGE AVE,LB410,BPD,NO REPORT NEEDED
B16-23464,6/20/16,3:53 AM,June,Monday,NOISE,3201 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-23530,6/20/16,3:54 PM,June,Monday,PANHANDLING,"205 S WALNUT ST; JONES, MCGLASSEN LAW OFFICES",LB104,BPD,NO REPORT NEEDED
B16-23497,6/20/16,11:43 AM,June,Monday,VANDALISM NP,300 N WALNUT ST; WALNUT CENTER,LB102,BPD,NO REPORT NEEDED
B16-23586,6/20/16,9:51 PM,June,Monday,VANDALISM NP,302 N WALNUT ST; SCOTTYS BREWHOUSE,LB102,BPD,NO REPORT NEEDED
B16-23576,6/20/16,9:00 PM,June,Monday,VANDALISM NP,318 N WALNUT ST; 7TH AND WALNUT STREET PARKING GARAGE,LB102,BPD,NO REPORT NEEDED
B16-23536,6/20/16,4:22 PM,June,Monday,VANDALISM NP,318 N WALNUT ST; WALNUT ST PARKING GARAGE,LB102,BPD,NO REPORT NEEDED
B16-23492,6/20/16,11:01 AM,June,Monday,VANDALISM NP,408 W 1ST ST; APT 1,LB409,BPD,REPORT NEEDED
B16-23645,6/21/16,11:49 AM,June,Tuesday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-23722,6/21/16,9:08 PM,June,Tuesday,DISTURBANCE IP,1400 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-23687,6/21/16,3:57 PM,June,Tuesday,DISTURBANCE IP,211 S KIMBLE DR; APT B27,LB523,BPD,NO REPORT NEEDED
B16-23634,6/21/16,10:39 AM,June,Tuesday,DISTURBANCE IP,2910 E DANIEL ST,LB323,BPD,NO REPORT NEEDED
B16-23606,6/21/16,12:03 AM,June,Tuesday,DISTURBANCE IP,504 S BASSWOOD DR; APT C,LB404,BPD,REPORT NEEDED
B16-23610,6/21/16,2:02 AM,June,Tuesday,DISTURBANCE IP,552 S BASSWOOD DR; APT F,LB404,BPD,NO REPORT NEEDED
B16-23702,6/21/16,5:35 PM,June,Tuesday,NOISE,121 W HOOSIER ST,LB433,BPD,NO REPORT NEEDED
B16-23732,6/21/16,9:35 PM,June,Tuesday,NOISE,2036 N WALNUT ST; APT 2C,LB212,BPD,NO REPORT NEEDED
B16-23719,6/21/16,8:45 PM,June,Tuesday,NOISE,2631 E 2ND ST,LB304,BPD,NO REPORT NEEDED
B16-23673,6/21/16,2:59 PM,June,Tuesday,PANHANDLING,201 W 17TH ST; CIRCLE K 17TH AND COLLEGE,LB519,BPD,NO REPORT NEEDED
B16-23676,6/21/16,3:12 PM,June,Tuesday,VANDALISM IP,113 N DUNN ST; BLOOMINGTON BAGEL COMPANY N DUNN ST,LB102,BPD,NO REPORT NEEDED
B16-23699,6/21/16,5:02 PM,June,Tuesday,VANDALISM NP,1005 S WASHINGTON ST,LB314,BPD,REPORT NEEDED
B16-23736,6/21/16,11:20 PM,June,Tuesday,VANDALISM NP,1306 N CRESCENT RD,LB517,BPD,REPORT NEEDED
B16-23716,6/21/16,8:25 PM,June,Tuesday,VANDALISM NP,1314 S LINCOLN ST,LB314,BPD,REPORT NEEDED
B16-23619,6/21/16,6:14 AM,June,Tuesday,VANDALISM NP,1600 W 3RD ST; RED CROSS,LB521,BPD,REPORT NEEDED
B16-23744,6/22/16,12:37 AM,June,Wednesday,DISTURBANCE IP,2300 S BRANDON CT; BRANDON COURT,LB326,BPD,NO REPORT NEEDED
B16-23816,6/22/16,2:37 PM,June,Wednesday,DISTURBANCE IP,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-23792,6/22/16,10:24 AM,June,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; apt b144,LB336,BPD,NO REPORT NEEDED
B16-23864,6/22/16,7:21 PM,June,Wednesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; BLDG B,LB336,BPD,NO REPORT NEEDED
B16-23841,6/22/16,5:15 PM,June,Wednesday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,NO REPORT NEEDED
B16-23813,6/22/16,2:17 PM,June,Wednesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT NEEDED
B16-23870,6/22/16,7:52 PM,June,Wednesday,DISTURBANCE IP,910 N SUMMIT ST,LB517,BPD,NO REPORT NEEDED
B16-23842,6/22/16,5:15 PM,June,Wednesday,DISTURBANCE IP,N OAK ST & W KIRKWOOD AVE,LB521,BPD,NO REPORT NEEDED
B16-23794,6/22/16,10:49 AM,June,Wednesday,DRUNK,284 N JACOB DR; STARBUCKS WEST,LB523,BPD,NO REPORT NEEDED
B16-23771,6/22/16,7:22 AM,June,Wednesday,NOISE,1004 W COUNTRY CLUB DR;,LB423,BPD,NO REPORT NEEDED
B16-23894,6/22/16,11:27 PM,June,Wednesday,NOISE,1111 N RUSSELL RD; UNIVERSITY ELEMENTARY SCHOOL,LB217,BPD,NO REPORT NEEDED
B16-23835,6/22/16,4:35 PM,June,Wednesday,VANDALISM NP,1402 S STULL AVE; 220 E 3RD ST,LB313,BPD,NO REPORT NEEDED
B16-23840,6/22/16,5:00 PM,June,Wednesday,VANDALISM NP,2622 N WALNUT ST; 220 E 3RD,LB209,BPD,NO REPORT NEEDED
B16-23796,6/22/16,11:21 AM,June,Wednesday,VANDALISM NP,3100 S WALNUT STREET PIKE; APT B144,LB336,BPD,REPORT NEEDED
B16-23745,6/22/16,12:43 AM,June,Wednesday,VANDALISM NP,915 W 2ND ST; APT 7,LB409,BPD,REPORT NEEDED
B16-23943,6/23/16,12:28 PM,June,Thursday,ALCOHOL RELATED,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-23910,6/23/16,3:50 AM,June,Thursday,DISTURBANCE IP,1011 N MONROE ST,LB517,BPD,NO REPORT NEEDED
B16-24019,6/23/16,10:23 PM,June,Thursday,DISTURBANCE IP,1014 N LINDBERGH DR,LB517,BPD,NO REPORT NEEDED
B16-23957,6/23/16,2:26 PM,June,Thursday,DISTURBANCE IP,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT NEEDED
B16-23961,6/23/16,2:47 PM,June,Thursday,DISTURBANCE IP,454 S WESTPLEX AVE; APT 109,LB406,BPD,NO REPORT NEEDED
B16-23909,6/23/16,3:06 AM,June,Thursday,DISTURBANCE IP,7527 W ELLER RD,LMS04,BPD,REPORT NEEDED
B16-23977,6/23/16,4:22 PM,June,Thursday,VANDALISM IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,REPORT NEEDED
B16-24030,6/24/16,12:22 AM,June,Friday,ALCOHOL RELATED,2400 S WALNUT ST; TACO BELL SOUTH,LB422,BPD,NO REPORT NEEDED
B16-24039,6/24/16,2:19 AM,June,Friday,DISTURBANCE IP,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT NEEDED
B16-24090,6/24/16,12:46 PM,June,Friday,DISTURBANCE IP,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-24028,6/24/16,12:02 AM,June,Friday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 13,LB513,BPD,NO REPORT NEEDED
B16-24089,6/24/16,12:28 PM,June,Friday,DISTURBANCE IP,S ROGERS ST & W 2ND ST,LB409,BPD,REPORT NEEDED
B16-24161,6/24/16,8:54 PM,June,Friday,DISTURBANCE NP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT NEEDED
B16-24045,6/24/16,3:33 AM,June,Friday,DRUNK,201 W 17TH ST; CIRCLE K 17TH AND COLLEGE,LB519,BPD,NO REPORT NEEDED
B16-24184,6/24/16,11:56 PM,June,Friday,NOISE,100 E 19TH ST,LB212,BPD,
B16-24059,6/24/16,6:52 AM,June,Friday,VANDALISM NP,116 N SMITH RD,LB219,BPD,REPORT NEEDED
B16-24153,6/24/16,7:56 PM,June,Friday,VANDALISM NP,2005 E RAILWAY CIR,LB318,BPD,NO REPORT NEEDED
B16-24123,6/24/16,4:53 PM,June,Friday,VANDALISM NP,2500 S ROCKPORT RD; APT 2403,LB424,BPD,REPORT NEEDED
B16-24129,6/24/16,5:15 PM,June,Friday,VANDALISM NP,400 W 7TH ST; US PROBATION OFFICE,LB101,BPD,REPORT NEEDED
B16-24063,6/24/16,7:43 AM,June,Friday,VANDALISM NP,412 E 6TH ST; RUNCIBLE SPOON,LB102,BPD,NO REPORT NEEDED
B16-24275,6/25/16,7:05 PM,June,Saturday,DISTURBANCE IP,1400 W 12TH ST,LB517,BPD,REPORT NEEDED
B16-24228,6/25/16,11:26 AM,June,Saturday,DISTURBANCE IP,3600 N PROW RD; BLOOMINGTON MEADOWS HOSPITAL,LB503,BPD,NO REPORT NEEDED
B16-24243,6/25/16,2:05 PM,June,Saturday,DISTURBANCE IP,401 N MORTON ST; SHOWERS BORTHERS BUILDING,LB101,BPD,NO REPORT NEEDED
B16-24280,6/25/16,8:57 PM,June,Saturday,DISTURBANCE IP,563 W DOGWOOD LN,LB510,BPD,NO REPORT NEEDED
B16-24240,6/25/16,1:23 PM,June,Saturday,DISTURBANCE IP,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-24194,6/25/16,4:08 AM,June,Saturday,DRUNK,W 6TH ST & N MORTON ST,LB101,BPD,NO REPORT NEEDED
B16-24301,6/25/16,11:22 PM,June,Saturday,NOISE,430 S DUNN ST,LB104,BPD,NO REPORT NEEDED
B16-24269,6/25/16,5:17 PM,June,Saturday,NOISE,676 E RIDGE CREST CT,LB316,BPD,NO REPORT NEEDED
B16-24226,6/25/16,11:24 AM,June,Saturday,PANHANDLING,S GRANT ST & E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-24222,6/25/16,10:33 AM,June,Saturday,VANDALISM NP,2619 E 2ND ST,LB304,BPD,REPORT NEEDED
B16-24379,6/26/16,4:22 PM,June,Sunday,DISTURBANCE IP,"1000 N WALNUT ST; SUIT D, HOUSE OF HUNAN",LB213,BPD,NO REPORT NEEDED
B16-24319,6/26/16,2:37 AM,June,Sunday,DISTURBANCE IP,11TH & ILLINOIS,LB517,BPD,NO REPORT NEEDED
B16-24317,6/26/16,2:12 AM,June,Sunday,DISTURBANCE IP,1600 N WILLIS DR; LOT 112,LB513,BPD,NO REPORT NEEDED
B16-24356,6/26/16,1:37 PM,June,Sunday,DISTURBANCE IP,201 W 17TH ST; CIRCLE K 17TH AND COLLEGE,LB519,BPD,NO REPORT NEEDED
B16-24384,6/26/16,5:33 PM,June,Sunday,DISTURBANCE IP,2339 S WINSLOW CT; HENDERSON CT,LB326,BPD,NO REPORT NEEDED
B16-24389,6/26/16,6:15 PM,June,Sunday,DISTURBANCE IP,4224 E PENN CT,LB219,BPD,NO REPORT NEEDED
B16-24314,6/26/16,1:26 AM,June,Sunday,DISTURBANCE IP,621 W 17TH ST; 17TH STREET COIN LAUNDRY,LB518,BPD,NO REPORT NEEDED
B16-24397,6/26/16,8:01 PM,June,Sunday,DISTURBANCE IP,908 S WASHINGTON ST; APT 4,LB314,BPD,NO REPORT NEEDED
B16-24315,6/26/16,1:34 AM,June,Sunday,DRUNK,1307 W 3RD ST;VILLAGE PANTRY,LB406,BPD,NO REPORT NEEDED
B16-24406,6/26/16,8:40 PM,June,Sunday,NOISE,1150 S CLARIZZ BLVD; APT I,LB310,BPD,NO REPORT NEEDED
B16-24325,6/26/16,3:06 AM,June,Sunday,NOISE,1348 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-24422,6/26/16,9:35 PM,June,Sunday,NOISE,581 E HILLSIDE DR,LB314,BPD,NO REPORT NEEDED
B16-24390,6/26/16,5:53 PM,June,Sunday,NOISE,728 W DIXIE ST; APT 8 OR 9,LB412,BPD,NO REPORT NEEDED
B16-24306,6/26/16,12:01 AM,June,Sunday,PANHANDLING,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT NEEDED
B16-24563,6/27/16,9:16 PM,June,Monday,DISTURBANCE IP,1600 N WILLIS DR; lot 225,LB513,BPD,NO REPORT NEEDED
B16-24470,6/27/16,9:21 AM,June,Monday,DISTURBANCE NP,110 E WINSLOW RD; PIZZA HUT SOUTH,LB328,BPD,NO REPORT NEEDED
B16-24583,6/27/16,11:37 PM,June,Monday,DRUNK,2019 N DUNN ST,LB212,BPD,NO REPORT NEEDED
B16-24584,6/27/16,11:12 PM,June,Monday,NOISE,2801 W HEARTWOOD CT; APT A,LB415,BPD,NO REPORT NEEDED
B16-24573,6/27/16,10:24 PM,June,Monday,NOISE,708 N WASHINGTON ST,LB213,BPD,NO REPORT NEEDED
B16-24544,6/27/16,5:46 PM,June,Monday,PANHANDLING,415 E KIRKWOOD AVE; TRACKS,LB102,BPD,NO REPORT NEEDED
B16-24497,6/27/16,1:35 PM,June,Monday,PANHANDLING,S WALNUT ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-24448,6/27/16,3:12 AM,June,Monday,VANDALISM IP,1409 E DUNSTAN DR,LB330,BPD,REPORT NEEDED
B16-24548,6/27/16,6:18 PM,June,Monday,VANDALISM IP,180 N GATES DR; SHOE CARNIVAL,LB524,BPD,REPORT NEEDED
B16-24447,6/27/16,3:01 AM,June,Monday,VANDALISM IP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-24464,6/27/16,8:45 AM,June,Monday,VANDALISM NP,2631 E 2ND ST,LB304,BPD,REPORT NEEDED
B16-24498,6/27/16,1:37 PM,June,Monday,VANDALISM NP,486 E VARSITY LN,LB212,BPD,NO REPORT NEEDED
B16-24713,6/28/16,7:09 PM,June,Tuesday,DISTURBANCE IP,212 E 17TH ST,LB213,BPD,NO REPORT NEEDED
B16-24599,6/28/16,1:34 AM,June,Tuesday,DISTURBANCE IP,430 S WESTWOOD DR,LB402,BPD,NO REPORT NEEDED
B16-24647,6/28/16,11:26 AM,June,Tuesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT NEEDED
B16-24723,6/28/16,8:29 PM,June,Tuesday,NOISE,1130 W SUGARBERRY CT,LB503,BPD,NO REPORT NEEDED
B16-24720,6/28/16,8:24 PM,June,Tuesday,NOISE,3870 N KINSER PIKE,LB504,BPD,NO REPORT NEEDED
B16-24747,6/28/16,10:58 PM,June,Tuesday,NOISE,416 S DUNN ST,LB104,BPD,NO REPORT NEEDED
B16-24708,6/28/16,6:21 PM,June,Tuesday,PANHANDLING,N COLLEGE AVE & W STATE ROAD 45 46 BYPASS,LB512,BPD,NO REPORT NEEDED
B16-24811,6/29/16,1:43 PM,June,Wednesday,DISTURBANCE IP,1005 E ERIN CT,LB316,BPD,NO REPORT NEEDED
B16-24792,6/29/16,9:21 AM,June,Wednesday,DISTURBANCE IP,1206 S WALNUT ST,LB411,BPD,NO REPORT NEEDED
B16-24752,6/29/16,12:24 AM,June,Wednesday,DISTURBANCE IP,1402 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-24851,6/29/16,5:50 PM,June,Wednesday,DISTURBANCE IP,1488 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-24826,6/29/16,3:12 PM,June,Wednesday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-24820,6/29/16,2:40 PM,June,Wednesday,DISTURBANCE IP,620 S WALNUT ST ; SHALOM CENTER,LB410,BPD,NO REPORT NEEDED
B16-24825,6/29/16,3:13 PM,June,Wednesday,DISTURBANCE IP,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-24767,6/29/16,5:08 AM,June,Wednesday,DRUNK,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT NEEDED
B16-24852,6/29/16,5:56 PM,June,Wednesday,DRUNK,S ROGERS ST & W HAYS CT,LB423,BPD,NO REPORT NEEDED
B16-24791,6/29/16,9:15 AM,June,Wednesday,DRUNK,W 6TH ST & B-LINE TRAIL,LB101,BPD,NO REPORT NEEDED
B16-24899,6/29/16,10:31 PM,June,Wednesday,NOISE,1600 N WILLIS DR,LB513,BPD,NO REPORT NEEDED
B16-24898,6/29/16,10:45 PM,June,Wednesday,NOISE,3442 N STONEYCREST RD,LB507,BPD,NO REPORT NEEDED
B16-24877,6/29/16,9:10 PM,June,Wednesday,NOISE,508 S BASSWOOD DR; APT G,LB404,BPD,NO REPORT NEEDED
B16-24858,6/29/16,6:34 PM,June,Wednesday,PANHANDLING,422 E KIRKWOOD AVE; WHICH WICH,LB104,BPD,NO REPORT NEEDED
B16-24806,6/29/16,12:27 PM,June,Wednesday,VANDALISM NP,2404 S BURBERRY LN,LB326,BPD,NO REPORT NEEDED
B16-24809,6/29/16,1:26 PM,June,Wednesday,VANDALISM NP,502 S MULLER PKWY; 505 S MULLER PARKWAY,LB404,BPD,REPORT NEEDED
B16-24988,6/30/16,3:12 PM,June,Thursday,DISTURBANCE IP,1366 N ARLINGTON PARK DR;apt 310,LB514,BPD,NO REPORT NEEDED
B16-25051,6/30/16,11:11 PM,June,Thursday,DISTURBANCE IP,1600 N WILLIS DR,LB513,BPD,NO REPORT NEEDED
B16-24959,6/30/16,12:09 PM,June,Thursday,DISTURBANCE IP,1600 N WILLIS DR; LOT 232,LB513,BPD,NO REPORT NEEDED
B16-25013,6/30/16,6:52 PM,June,Thursday,DISTURBANCE IP,1719 W ARLINGTON RD; APT 1,LB514,BPD,REPORT NEEDED
B16-24998,6/30/16,4:11 PM,June,Thursday,DRUNK,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-24909,6/30/16,1:13 AM,June,Thursday,NOISE,S HIGHLAND AVE & E THORNTON DR,LB316,BPD,NO REPORT NEEDED
B16-24901,6/30/16,12:05 AM,June,Thursday,NOISE,S MITCHELL ST & E 2ND ST,LB303,BPD,NO REPORT NEEDED
B16-24962,6/30/16,12:11 PM,June,Thursday,PANHANDLING,E 3RD ST & S CLARIZZ BLVD,LB221,BPD,NO REPORT NEEDED
B16-25006,6/30/16,5:35 PM,June,Thursday,VANDALISM IP,2304 S ROGERS ST; LOT 40,LB423,BPD,REPORT NEEDED
