Case Number,Date Reported,Time Reported,Month Reported,Day of Week,Call for Service Nature,Address of Occurrence,Reporting District,Agency,Report/No Report
B16-37334,9/17/16,11:07 PM,September,Saturday,VANDALISM NP,S WASHINGTON ST & E 3RD ST,LB104,BPD,REPORT NEEDED
B16-37294,9/17/16,5:43 PM,September,Saturday,VANDALISM NP,S WASHINGTON ST & E 3RD ST; 1150 S CLARIZZ BLVD APT 204,LB104,BPD,NO REPORT NEEDED
B16-37275,9/17/16,3:36 PM,September,Saturday,VANDALISM NP,300 N PARK RIDGE RD,LB219,BPD,REPORT NEEDED
B16-37238,9/17/16,9:48 AM,September,Saturday,VANDALISM NP,546 N PARK RIDGE RD,LB219,BPD,REPORT NEEDED
B16-37234,9/17/16,8:59 AM,September,Saturday,VANDALISM NP,4404 E 10TH ST,LB218,BPD,REPORT NEEDED
B16-37063,9/16/16,11:13 AM,September,Friday,VANDALISM NP,2100 N WALNUT ST; HAMPTON INN,LB212,BPD,REPORT NEEDED
B16-37058,9/16/16,11:09 AM,September,Friday,VANDALISM NP,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,REPORT NEEDED
B16-36970,9/15/16,7:56 PM,September,Thursday,VANDALISM NP,620 W KIRKWOOD AVE; JUANNITAS,LB520,BPD,REPORT NEEDED
B16-36955,9/15/16,5:49 PM,September,Thursday,VANDALISM NP,5729 W MONARCH CT,LMS28,BPD,REPORT NEEDED
B16-36911,9/15/16,10:59 AM,September,Thursday,VANDALISM NP,314 E 3RD ST,LB104,BPD,REPORT NEEDED
B16-36836,9/14/16,5:51 PM,September,Wednesday,VANDALISM NP,1000 N WALNUT ST; CVS PHARMACY NORTH,LB213,BPD,NO REPORT NEEDED
B16-36748,9/14/16,12:06 AM,September,Wednesday,VANDALISM NP,2036 N WALNUT ST; APT A29,LB212,BPD,REPORT NEEDED
B16-36661,9/13/16,2:02 PM,September,Tuesday,VANDALISM NP,1724 E HILLSIDE DR; APT O,LB317,BPD,REPORT NEEDED
B16-36562,9/12/16,7:11 PM,September,Monday,VANDALISM NP,553 S DOLIMAH AVE; APT 29103,LB406,BPD,REPORT NEEDED
B16-36485,9/12/16,9:51 AM,September,Monday,VANDALISM NP,805 E HILLSIDE DR,LB313,BPD,REPORT NEEDED
B16-36447,9/11/16,10:02 PM,September,Sunday,VANDALISM NP,310 N DUNN ST,LB102,BPD,NO REPORT NEEDED
B16-36419,9/11/16,6:26 PM,September,Sunday,VANDALISM NP,721 N INDIANA AVE,LB214,BPD,REPORT NEEDED
B16-36412,9/11/16,5:51 PM,September,Sunday,VANDALISM NP,2200 W TAPP RD ; WOOLERY STONE MILL,LB425,BPD,REPORT NEEDED
B16-36391,9/11/16,3:03 PM,September,Sunday,VANDALISM NP,211 E 14TH ST,LB213,BPD,REPORT NEEDED
B16-36175,9/10/16,6:33 AM,September,Saturday,VANDALISM NP,508 E NORTH DR,LB315,BPD,REPORT NEEDED
B16-35887,9/8/16,7:07 PM,September,Thursday,VANDALISM NP,821 S EASTSIDE DR,LB303,BPD,REPORT NEEDED
B16-35849,9/8/16,1:37 PM,September,Thursday,VANDALISM NP,501 N WALNUT ST; INDIANA DEMOCRATIC PARTY,LB101,BPD,NO REPORT NEEDED
B16-35844,9/8/16,12:57 PM,September,Thursday,VANDALISM NP,1201 W ALLEN ST; APT 16,LB413,BPD,REPORT NEEDED
B16-35702,9/7/16,1:23 PM,September,Wednesday,VANDALISM NP,2631 E 2ND ST,LB304,BPD,REPORT NEEDED
B16-35665,9/7/16,8:14 AM,September,Wednesday,VANDALISM NP,2020 S WALNUT ST; SONIC,LB422,BPD,REPORT NEEDED
B16-35626,9/6/16,9:20 PM,September,Tuesday,VANDALISM NP,1100 N WALNUT ST,LB213,BPD,REPORT NEEDED
B16-35558,9/6/16,3:17 PM,September,Tuesday,VANDALISM NP,1076 S SUGAR MAPLE PL,LB401,BPD,REPORT NEEDED
B16-35509,9/6/16,7:02 AM,September,Tuesday,VANDALISM NP,3175 W 3RD ST; KMART WEST,LB403,BPD,REPORT NEEDED
B16-35448,9/5/16,5:50 PM,September,Monday,VANDALISM NP,3100 S WALNUT STREET PIKE; APT B149,LB336,BPD,REPORT NEEDED
B16-35433,9/5/16,3:38 PM,September,Monday,VANDALISM NP,2929 W 3RD ST; AMC SHOWPLACE THEATER 12 WEST,LB404,BPD,REPORT NEEDED
B16-35397,9/5/16,10:41 AM,September,Monday,VANDALISM NP,714 S FAIRVIEW ST;APT 2,LB409,BPD,NO REPORT NEEDED
B16-35344,9/4/16,8:42 PM,September,Sunday,VANDALISM NP,219 E 7TH ST,LB102,BPD,REPORT NEEDED
B16-35332,9/4/16,8:04 PM,September,Sunday,VANDALISM NP,S GRANT ST & E 4TH ST; 102 S WALDRON,LB104,BPD,NO REPORT NEEDED
B16-35334,9/4/16,7:47 PM,September,Sunday,VANDALISM NP,319 N FESS AVE; APT 3,LB215,BPD,NO REPORT NEEDED
B16-35307,9/4/16,4:22 PM,September,Sunday,VANDALISM NP,611 W 11TH ST; BENDER LUMBER COMPANY INC,LB518,BPD,REPORT NEEDED
B16-35251,9/4/16,2:30 AM,September,Sunday,VANDALISM NP,W STATE ROAD 48 & N HARTSTRAIT RD;3939 W 3RD ST,LMS04,BPD,NO REPORT NEEDED
B16-35179,9/3/16,6:12 PM,September,Saturday,VANDALISM NP,1925 E ATWATER AVE; ISLAMIC CENTER OF BLOOMINGTON,LB303,BPD,REPORT NEEDED
B16-35129,9/3/16,10:40 AM,September,Saturday,VANDALISM NP,321 E 14TH ST; APT A2,LB213,BPD,REPORT NEEDED
B16-35125,9/3/16,9:38 AM,September,Saturday,VANDALISM NP,422 E BROWNSTONE DR,LB213,BPD,REPORT NEEDED
B16-35052,9/2/16,11:16 PM,September,Friday,VANDALISM NP,2611 E ROUNDHILL LN,LB324,BPD,REPORT NEEDED
B16-35005,9/2/16,6:24 PM,September,Friday,VANDALISM NP,714 N MORTON ST,LB519,BPD,REPORT NEEDED
B16-34947,9/2/16,12:29 PM,September,Friday,VANDALISM NP,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,REPORT NEEDED
B16-34520,8/30/16,3:00 PM,August,Tuesday,VANDALISM NP,1239 E MATLOCK RD; 100 E MILLER APT 86,LB210,BPD,NO REPORT NEEDED
B16-34512,8/30/16,2:11 PM,August,Tuesday,VANDALISM NP,S ROCKPORT RD & W COUNTRYSIDE LN; 220 E 3RD ST BPD LOBBY,LB420,BPD,NO REPORT NEEDED
B16-34344,8/29/16,2:56 PM,August,Monday,VANDALISM NP,1324 S STULL AVE,LB313,BPD,NO REPORT NEEDED
B16-34185,8/28/16,3:38 PM,August,Sunday,VANDALISM NP,3218 S WALNUT SPRINGS DR,LB336,BPD,REPORT NEEDED
B16-34159,8/28/16,1:31 PM,August,Sunday,VANDALISM NP,408 N GRANT ST; APT 5,LB102,BPD,REPORT NEEDED
B16-34144,8/28/16,9:59 AM,August,Sunday,VANDALISM NP,420 E MELROSE AVE,LB315,BPD,NO REPORT NEEDED
B16-34002,8/27/16,1:51 PM,August,Saturday,VANDALISM NP,3508 S VIOLET LN,LB428,BPD,NO REPORT NEEDED
B16-33938,8/27/16,1:49 AM,August,Saturday,VANDALISM NP,400 E 2ND ST; BELVIEW APARTMENTS; apt 7,LB301,BPD,NO REPORT NEEDED
B16-33815,8/26/16,8:47 AM,August,Friday,VANDALISM NP,425 N WALNUT ST; AMERICAN FAMILY INSURANCE,LB101,BPD,REPORT NEEDED
B16-33700,8/25/16,6:14 PM,August,Thursday,VANDALISM NP,548 S BASSWOOD DR; APT E,LB404,BPD,REPORT NEEDED
B16-33529,8/24/16,6:39 PM,August,Wednesday,VANDALISM NP,S ROGERS ST & W HILLSIDE DR,LB412,BPD,NO REPORT NEEDED
B16-33463,8/24/16,11:04 AM,August,Wednesday,VANDALISM NP,2525 W VERNAL PIKE,LB516,BPD,REPORT NEEDED
B16-33234,8/22/16,8:28 PM,August,Monday,VANDALISM NP,426 E 15TH ST,LB213,BPD,NO REPORT NEEDED
B16-33134,8/22/16,7:11 AM,August,Monday,VANDALISM NP,3297 S WALNUT SPRINGS DR,LB336,BPD,REPORT NEEDED
B16-33031,8/21/16,1:22 PM,August,Sunday,VANDALISM NP,2315 S ROCKPORT RD; APT C,LB423,BPD,REPORT NEEDED
B16-32860,8/20/16,7:50 PM,August,Saturday,VANDALISM NP,124 S GLENWOOD AVE W,LB220,BPD,REPORT NEEDED
B16-32651,8/19/16,4:38 PM,August,Friday,VANDALISM NP,2500 S ROCKPORT RD; APT 603,LB424,BPD,REPORT NEEDED
B16-32594,8/19/16,12:01 PM,August,Friday,VANDALISM NP,2966 E 3RD ST; TARGET,LB305,BPD,REPORT NEEDED
B16-32606,8/19/16,11:45 AM,August,Friday,VANDALISM NP,404 W NORTHLANE DR,LB513,BPD,REPORT NEEDED
B16-31885,8/16/16,5:13 AM,August,Tuesday,VANDALISM NP,901 N INDIANA AVE; VILLAGE PANTRY,LB214,BPD,REPORT NEEDED
B16-31865,8/16/16,1:29 AM,August,Tuesday,VANDALISM NP,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,REPORT NEEDED
B16-31778,8/15/16,4:50 PM,August,Monday,VANDALISM NP,1600 N WALNUT ST; APT 8,LB212,BPD,REPORT NEEDED
B16-31727,8/15/16,9:02 AM,August,Monday,VANDALISM NP,402 S DUNN ST,LB104,BPD,REPORT NEEDED
B16-31597,8/14/16,12:05 PM,August,Sunday,VANDALISM NP,2036 N WALNUT ST; APT A28,LB212,BPD,REPORT NEEDED
B16-31504,8/13/16,7:27 PM,August,Saturday,VANDALISM NP,500 S BASSWOOD DR; APT I,LB404,BPD,REPORT NEEDED
B16-31395,8/13/16,12:02 AM,August,Saturday,VANDALISM NP,2420 S WINSLOW CT; BLDG 4,LB326,BPD,REPORT NEEDED
B16-31161,8/11/16,8:21 PM,August,Thursday,VANDALISM NP,3878 W 3RD ST; NOBLE ROMANS,LB524,BPD,REPORT NEEDED
B16-30862,8/9/16,6:39 PM,August,Tuesday,VANDALISM NP,412 E 2ND ST,LB301,BPD,NO REPORT NEEDED
B16-30821,8/9/16,3:12 PM,August,Tuesday,VANDALISM NP,3115 E BRAESIDE DR,LB221,BPD,REPORT NEEDED
B16-30787,8/9/16,10:25 AM,August,Tuesday,VANDALISM NP,2036 N WALNUT ST; APT C12,LB212,BPD,REPORT NEEDED
B16-30768,8/9/16,9:23 AM,August,Tuesday,VANDALISM NP,800 S SHERIDAN DR,LB303,BPD,REPORT NEEDED
B16-30761,8/9/16,6:56 AM,August,Tuesday,VANDALISM NP,343 E WINSLOW RD; WINSLOW LAUNDROMAT,LB326,BPD,REPORT NEEDED
B16-30656,8/8/16,12:57 PM,August,Monday,VANDALISM NP,505 N WALNUT ST; NEXT WAVE APARTMENTS,LB101,BPD,REPORT NEEDED
B16-30633,8/8/16,10:24 AM,August,Monday,VANDALISM NP,3100 S WALNUT STREET PIKE,LB336,BPD,REPORT NEEDED
B16-30629,8/8/16,9:55 AM,August,Monday,VANDALISM NP,1019 N INDIANA AVE,LB214,BPD,REPORT NEEDED
B16-30553,8/7/16,4:19 PM,August,Sunday,VANDALISM NP,703 W GOURLEY PIKE,LB513,BPD,REPORT NEEDED
B16-30517,8/7/16,7:31 AM,August,Sunday,VANDALISM NP,3100 S WALNUT STREET PIKE; BLDG B,LB336,BPD,REPORT NEEDED
B16-30492,8/6/16,9:00 PM,August,Saturday,VANDALISM NP,725 E 2ND ST,LB302,BPD,REPORT NEEDED
B16-30411,8/6/16,10:11 AM,August,Saturday,VANDALISM NP,S THE STANDS DR & E LINDEN HILL DR,LB331,BPD,REPORT NEEDED
B16-30122,8/4/16,4:10 PM,August,Thursday,VANDALISM NP,920 N WOODBRIDGE DR,LB216,BPD,REPORT NEEDED
B16-30055,8/4/16,7:06 AM,August,Thursday,VANDALISM NP,331 S GRANT ST,LB104,BPD,REPORT NEEDED
B16-30050,8/4/16,5:20 AM,August,Thursday,VANDALISM NP,441 S DUNN ST,LB104,BPD,REPORT NEEDED
B16-30048,8/4/16,4:59 AM,August,Thursday,VANDALISM NP,408 S DUNN ST,LB104,BPD,REPORT NEEDED
B16-29989,8/3/16,9:22 PM,August,Wednesday,VANDALISM NP,W KIRKWOOD AVE & N ADAMS ST,LB521,BPD,REPORT NEEDED
B16-29788,8/2/16,4:22 PM,August,Tuesday,VANDALISM NP,717 S HENDERSON ST,LB302,BPD,REPORT NEEDED
B16-29743,8/2/16,11:38 AM,August,Tuesday,VANDALISM NP,608 N COLLEGE AVE; GREEK ACCOUNTING,LB519,BPD,REPORT NEEDED
B16-29633,8/1/16,6:32 PM,August,Monday,VANDALISM NP,821 W 9TH ST; TX REPORT,LB520,BPD,NO REPORT NEEDED
B16-29564,8/1/16,11:28 AM,August,Monday,VANDALISM NP,744 N WOODBRIDGE DR,LB216,BPD,REPORT NEEDED
B16-29556,8/1/16,11:00 AM,August,Monday,VANDALISM NP,4428 E STEPHENS DR,LB218,BPD,REPORT NEEDED
B16-29420,7/31/16,11:20 AM,July,Sunday,VANDALISM NP,921 E HUNTER AVE,LB302,BPD,REPORT NEEDED
B16-29412,7/31/16,9:00 AM,July,Sunday,VANDALISM NP,219 E 4TH ST; FIRST UNITED METHODIST CHURCH,LB104,BPD,REPORT NEEDED
B16-29355,7/30/16,7:57 PM,July,Saturday,VANDALISM NP,111 W 7TH ST,LB101,BPD,NO REPORT NEEDED
B16-29303,7/30/16,10:49 AM,July,Saturday,VANDALISM NP,4319 E SHEFFIELD DR,LB219,BPD,REPORT NEEDED
B16-29300,7/30/16,10:43 AM,July,Saturday,VANDALISM NP,338 S WASHINGTON ST; MIDDLE WAY HOUSE,LB104,BPD,REPORT NEEDED
B16-29213,7/29/16,4:35 PM,July,Friday,VANDALISM NP,4420 E KINSER DR,LB218,BPD,REPORT NEEDED
B16-29153,7/29/16,8:43 AM,July,Friday,VANDALISM NP,110 W 6TH ST; APT 4,LB101,BPD,NO REPORT NEEDED
B16-29089,7/28/16,6:28 PM,July,Thursday,VANDALISM NP,510 N LINCOLN ST; CRE LINCOLN NORTH APARTMENTS; APT 1,LB102,BPD,REPORT NEEDED
B16-28922,7/27/16,5:21 PM,July,Wednesday,VANDALISM NP,612 N WALNUT ST,LB213,BPD,REPORT NEEDED
B16-28869,7/27/16,9:31 AM,July,Wednesday,VANDALISM NP,1019 W PINEHURST DR; 220 E 3RD ST BPD LOBBY,LB424,BPD,NO REPORT NEEDED
B16-28594,7/25/16,3:00 PM,July,Monday,VANDALISM NP,201 S COLLEGE AVE; SERENDIPTY MARTINI BAR,LB103,BPD,REPORT NEEDED
B16-28534,7/25/16,8:23 AM,July,Monday,VANDALISM NP,2851 N OLD STATE ROAD 37,LB506,BPD,REPORT NEEDED
B16-28474,7/24/16,8:32 PM,July,Sunday,VANDALISM NP,3315 E LONGVIEW AVE; APT 34,LB221,BPD,REPORT NEEDED
B16-28423,7/24/16,2:12 PM,July,Sunday,VANDALISM NP,703 W GOURLEY PIKE; APT 17,LB513,BPD,REPORT NEEDED
B16-28415,7/24/16,12:10 PM,July,Sunday,VANDALISM NP,231 S ADAMS ST; CRESENT DONUT,LB407,BPD,REPORT NEEDED
B16-28141,7/22/16,2:09 PM,July,Friday,VANDALISM NP,1021 W 9TH ST,LB520,BPD,NO REPORT NEEDED
B16-28021,7/21/16,6:57 PM,July,Thursday,VANDALISM NP,200 W 3RD ST; AMERICAN RED CROSS,LB103,BPD,NO REPORT NEEDED
B16-28012,7/21/16,5:22 PM,July,Thursday,VANDALISM NP,200 S MADISON ST; BICYCLE APARTMENTS; APT C216,LB103,BPD,NO REPORT NEEDED
B16-27969,7/21/16,10:33 AM,July,Thursday,VANDALISM NP,889 S COLLEGE MALL RD,LB310,BPD,REPORT NEEDED
B16-27894,7/20/16,9:21 PM,July,Wednesday,VANDALISM NP,2307 E 2ND ST,LB304,BPD,REPORT NEEDED
B16-27825,7/20/16,2:31 PM,July,Wednesday,VANDALISM NP,1021 S WALNUT ST; RUSSIAN RECORDING STUDIO,LB314,BPD,REPORT NEEDED
B16-27787,7/20/16,9:27 AM,July,Wednesday,VANDALISM NP,321 E 14TH ST; APT E2,LB213,BPD,REPORT NEEDED
B16-27675,7/19/16,3:43 PM,July,Tuesday,VANDALISM NP,3550 N KINSER PIKE; CASCADES GOLF COURSE CLUBHOUSE,LB504,BPD,REPORT NEEDED
B16-27534,7/18/16,4:36 PM,July,Monday,VANDALISM NP,3131 E GOODNIGHT WAY,LB310,BPD,REPORT NEEDED
B16-27487,7/18/16,9:59 AM,July,Monday,VANDALISM NP,2501 W 3RD ST,LB404,BPD,REPORT NEEDED
B16-27418,7/17/16,9:15 PM,July,Sunday,VANDALISM NP,2303 S ROGERS ST,LB423,BPD,REPORT NEEDED
B16-27404,7/17/16,6:32 PM,July,Sunday,VANDALISM NP,2611 N WALNUT ST; ATP 12,LB511,BPD,NO REPORT NEEDED
B16-27373,7/17/16,2:06 PM,July,Sunday,VANDALISM NP,2520 S ROCKPORT RD; APT 106,LB424,BPD,REPORT NEEDED
B16-27367,7/17/16,11:45 AM,July,Sunday,VANDALISM NP,118 N WALNUT ST,LB102,BPD,REPORT NEEDED
B16-27247,7/16/16,1:27 PM,July,Saturday,VANDALISM NP,1310 S GRANT ST,LB314,BPD,REPORT NEEDED
B16-27104,7/15/16,4:30 PM,July,Friday,VANDALISM NP,2929 W 3RD ST; AMC SHOWPLACE THEATER 12 WEST,LB404,BPD,REPORT NEEDED
B16-27039,7/15/16,8:30 AM,July,Friday,VANDALISM NP,216 S COLLEGE AVE,LB103,BPD,REPORT NEEDED
B16-26764,7/13/16,3:23 PM,July,Wednesday,VANDALISM NP,200 S PARK ST,LE03,BPD,NO REPORT NEEDED
B16-26553,7/12/16,8:42 AM,July,Tuesday,VANDALISM NP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,REPORT NEEDED
B16-26455,7/11/16,1:53 PM,July,Monday,VANDALISM NP,2020 S ROGERS ST,LB420,BPD,REPORT NEEDED
B16-26194,7/9/16,12:44 PM,July,Saturday,VANDALISM NP,401 N MORTON ST,LB101,BPD,REPORT NEEDED
B16-25933,7/7/16,1:12 PM,July,Thursday,VANDALISM NP,220 E 3RD ST; POLICE DEPARTMENT,LB104,BPD,NO REPORT NEEDED
B16-25923,7/7/16,11:15 AM,July,Thursday,VANDALISM NP,3951 S WALNUT ST,LB336,BPD,REPORT NEEDED
B16-25663,7/5/16,4:08 PM,July,Tuesday,VANDALISM NP,3412 N VALLEYVIEW DR,LB507,BPD,REPORT NEEDED
B16-25622,7/5/16,10:39 AM,July,Tuesday,VANDALISM NP,904 N LINDBERGH DR,LB517,BPD,REPORT NEEDED
B16-25410,7/3/16,5:31 PM,July,Sunday,VANDALISM NP,3112 S FORRESTER ST,LB323,BPD,REPORT NEEDED
B16-25389,7/3/16,1:43 PM,July,Sunday,VANDALISM NP,416 W 1ST ST; CENTERSTONE FIRST STREET HOUSE,LB409,BPD,REPORT NEEDED
B16-25224,7/2/16,12:57 AM,July,Saturday,VANDALISM NP,454 S WESTPLEX AVE;APT 306,LB406,BPD,NO REPORT NEEDED
B16-25161,7/1/16,4:58 PM,July,Friday,VANDALISM NP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,REPORT NEEDED
